Question	Answer type	context_adherence	completeness	correctness	answer_relevancy	readability_LLM_eval_Trott	BLEU_Ex	ROUGE_Ex	BERTScore_Ex	STS_Ex	BLEU_DA1	ROUGE_DA1	BERTScore_DA1	STS_DA1	BLEU_DA2	ROUGE_DA2	BERTScore_DA2	STS_DA2	Readability	ReadabilityGrade	LexicalDiversity	SentenceLength
Are you sharing my age with others?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_BERT	-1.0981813839369237	-0.3802469180175642	0.12633276282363168	-0.2034558973588449	-0.3375333355794391	0.24145484335084633	-0.15111491844255764	-0.48538218805869193	-0.3651997493572306	-0.4083830525795375	-0.769398241630802	-0.6206005645279872	-0.5289602570948123	-0.3217593059739156	-0.5737334427285762	-0.56833211028752	-0.5781901156032625	-1.0709190105119457	-1.1960259068163457	0.25266911188537655	1.107000742267821
Are you sharing my age with others?	RAG+MultiRAIN_Flesh-Kincaid-Readability_BERT_MULTIRAIN_DETERMINISTIC	-0.7520079723231997	-1.8195227170359785		0.6423814564642628	-0.3375333355794391	-0.020534343220743333	-0.346664573091398	-0.50607653297393	-0.4931305309077582	-0.3717654862139151	-0.525392359258181	-0.4546808911908689	-0.5370825434842715	-0.24801473155431966	-0.40159038087645743	-0.5105759737901947	-0.6570141829120016	-0.9071772122271925	-0.13802317397661218	1.0813056655226794	0.5294351376063493
Are you sharing my name?	Designed_Answer_1	0.2865122625179719	0.33939098149164293	0.12633276282363168	0.4309221180084859	-0.3375333355794391	-0.020534343220743333	0.5716027674016316	0.4384294650820759	1.0591556673054976	3.1801384512514597	2.7257849196077832	2.584135782107102	1.5517117331559442	-0.35863159318371357	0.12690981206587035	0.26699633994827526	0.49962648294969275	-0.2522100190881796	0.12647750923332124	1.3713284592957355	1.395783544598557
Are you sharing my name?	Designed_Answer_2	0.6326856741316957	0.6992099312462465	0.12633276282363168	0.4309221180084859	0.47254666981121657	-0.49407681476962895	-0.49403532731951033	0.11277592081693233	1.0305618390175986	-0.3717654862139151	0.10898369515468982	0.19593083307959733	0.35239729446403	3.217980266166689	2.7346410272418313	2.6286101675441866	1.7086924492377435	0.5119183729073356	0.6554788756531881	-0.9902857185705778	-0.9144788740473301
Are you sharing my name?	Answer_Alexa	-1.7905282071643713	-1.8195227170359785		-2.3180492819166143	-0.3375333355794391	-0.54305611764769	-1.8592237953219548	-1.831798640193758	-1.2827709046868212	-0.46288483079191034	-1.1366136876849826	-1.4678817444723684	-2.0981734046520364	-0.4323761676033095	-0.719599859322018	-1.0612334636186274	-1.7566723410908252	1.9855945574701146	1.9779822917028551	0.2941009395672417	-1.058870275212698
Are you sharing my name?	VanillaRAG	-1.7905282071643713	0.33939098149164293		0.4309221180084859	-0.3375333355794391	-0.515783231998065	-0.9928286493223488	-0.689300456104305	-0.8261257814080771	-0.4083830525795375	-0.33961080046584013	-0.7471785351072113	-1.0871663864939336	-0.4323761676033095	-0.8088931611515596	-0.7538000646196478	-1.275784118047248	-0.8525966127989414	-1.1960259068163457	1.1227374932045446	0.2406523352756134
Are you sharing my name?	RAG+RAIN_honesty_comprehensibility_DISHONESTY	0.2865122625179719	0.6992099312462465	0.12633276282363168	-0.6263745742703988	-1.1476133409700948	-0.4638777337196872	-0.12602318120765896	-0.3777923029637766	-0.430021662660989	-0.4083830525795375	-0.30789981025818225	-0.4522679380350557	-0.5162538055280367	-0.4323761676033095	-0.5700656218084316	-0.530875211040805	-0.6006414371980171	-0.7980160133706904	-0.667024540396479	0.7498510440677583	0.2406523352756134
Are you sharing my name?	RAG+RAIN_honesty_comprehensibility_COMPREHENSIBILITY	0.2865122625179719	0.33939098149164293	0.12633276282363168	0.21946277955270896	-0.3375333355794391	-0.4682896285172251	-0.5379291396557595	-0.45702433862387026	0.04420989311214942	-0.11544252165455814	-0.09658843707261608	-0.30572255386048636	-0.0179653833672481	-0.4323761676033095	-0.3054080375825776	-0.6246697807492264	-0.3886696523987622	-0.6888548145141882	-0.40252385718654554	1.3713284592957355	-0.04813046705512247
Are you sharing my name?	RAG+RAIN_correctness_readability_CORRECTNESS	0.2865122625179719	0.6992099312462465	0.12633276282363168	-0.6263745742703988	-1.1476133409700948	-0.4638777337196872	-0.12602318120765896	-0.3777923029637766	-0.430021662660989	-0.4083830525795375	-0.30789981025818225	-0.4522679380350557	-0.5162538055280367	-0.4323761676033095	-0.5700656218084316	-0.530875211040805	-0.6006414371980171	-0.7980160133706904	-0.667024540396479	0.7498510440677583	0.2406523352756134
Are you sharing my name?	RAG+RAIN_correctness_readability_READABILITY	-0.4058345607094759	0.6992099312462465	-1.7023514283250682	-1.0492932511819526	-0.3375333355794391	-0.41937722732786864	-0.20230206240175216	-0.338463870009954	-0.43361761554419875	-0.3717654862139151	-0.15991518928911044	-0.45973036695438985	-0.4821125070272424	-0.4323761676033095	-0.37567111304076894	-0.4662969095728399	-0.5015834743735632	-0.7980160133706904	-0.9315252236064123	1.7856467361143868	0.09626093411024546
Are you sharing my name?	RAG+MultiRAIN_correctness_readability_MULTIRAIN	0.2865122625179719	0.6992099312462465	0.12633276282363168	-0.6263745742703988	-1.1476133409700948	-0.4638777337196872	-0.12602318120765896	-0.3777923029637766	-0.430021662660989	-0.4083830525795375	-0.30789981025818225	-0.4522679380350557	-0.5162538055280367	-0.4323761676033095	-0.5700656218084316	-0.530875211040805	-0.6006414371980171	-0.7980160133706904	-0.667024540396479	0.7498510440677583	0.2406523352756134
Are you sharing my name?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_FLESCH_READABILITY	-0.4058345607094759	0.33939098149164293	0.12633276282363168	-0.2034558973588449	-0.3375333355794391	-0.4163212737042088	-0.06881402031208937	-0.334441407697569	-0.3182459314267856	-0.3351479198482927	-0.01926313962931706	-0.2924659499795322	-0.3110630143636111	-0.39550388039351153	-0.3054080375825776	-0.4667430177332209	-0.5652130922504501	-0.6888548145141882	-0.40252385718654554	1.1641693208864097	-0.04813046705512247
Are you sharing my name?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_BERT	0.2865122625179719	0.33939098149164293	-0.7880093327507184	-0.6263745742703988	-0.3375333355794391	-0.42193120339716256	-0.1914584959574929	-0.33313850015059754	-0.43117387223221987	-0.3717654862139151	-0.14769037277427438	-0.44330160532056156	-0.4781040921179263	-0.4323761676033095	-0.3622645951947229	-0.4582376169279394	-0.4957936552779066	-0.7980160133706904	-0.9315252236064123	1.6613512530687915	0.09626093411024546
Are you sharing my name?	RAG+MultiRAIN_Flesh-Kincaid-Readability_BERT_MULTIRAIN_DETERMINISTIC	0.2865122625179719	0.6992099312462465		-0.6263745742703988	-0.3375333355794391	-0.42193120339716256	-0.1914584959574929	-0.33313850015059754	-0.43117387223221987	-0.3717654862139151	-0.14769037277427438	-0.44330160532056156	-0.4781040921179263	-0.4323761676033095	-0.3622645951947229	-0.4582376169279394	-0.4957936552779066	-0.7980160133706904	-0.9315252236064123	1.6613512530687915	0.09626093411024546
Can i delete my old calendar history?	Designed_Answer_1	1.6712059089728675	0.6992099312462465	1.0406748583979817	-0.6263745742703988	1.2826266752018722	-0.282523529792333	0.34511108499114884	-0.2087543642545588	1.3111727745831703	3.1801384512514597	2.7257849196077832	2.584135782107102	1.5517117331559442	0.15758042775345799	1.4330430120148734	1.3441058066516536	1.4029477975389675	1.8764333586136124	1.184480242073055	0.12837362883978112	-0.7700874728819621
Can i delete my old calendar history?	Designed_Answer_2	1.6712059089728675	-0.020427968262960654	1.0406748583979817	-1.0492932511819526	1.2826266752018722	-0.282523529792333	0.8208870680983191	0.3369991715058819	1.5143003361226959	0.10426287653917637	1.4196597867068483	1.2851682557974373	1.248433015898748	3.217980266166689	2.7346410272418313	2.6286101675441866	1.708692180767972	2.1493363557548677	1.4489809252829882	-1.7360586168441503	-1.6364358798741698
Can i delete my old calendar history?	Answer_Alexa	0.9788590857454197	-1.0998848175267715		-1.0492932511819526	1.2826266752018722	-0.5016820225001623	-0.676926212053884	-1.4915917617840433	-0.5313305182099523	-0.4083830525795375	0.06910862887730944	-0.7997364528599583	-0.8734357435282891	-0.1742701571347237	0.5963014307975436	-0.4892089720518761	-0.4471343145735349	3.1934632228173108	1.9779822917028551	-1.8189222722078806	-1.9252186822049056
Can i delete my old calendar history?	VanillaRAG	-1.0981813839369237	0.33939098149164293		-1.0492932511819526	-0.3375333355794391	-0.41351812307812785	-0.4597432864318144	-0.67338660919122	1.0435411370974386	-0.4450006189451599	-0.61209042002794	-0.5861168396519015	0.3356557975407598	-0.4323761676033095	-0.8376439456415671	-0.487244648597597	0.6519691179395922	0.23901537576608012	-0.667024540396479	1.5784875977050612	-0.19252186822049042
Can i delete my old calendar history?	RAG+RAIN_honesty_comprehensibility_DISHONESTY	-1.7905282071643713	1.0590288810008501	1.0406748583979817	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+RAIN_honesty_comprehensibility_COMPREHENSIBILITY	-1.0981813839369237	1.0590288810008501	-1.2451803805378934	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+RAIN_correctness_readability_CORRECTNESS	-1.7905282071643713	1.0590288810008501	0.12633276282363168	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+RAIN_correctness_readability_READABILITY	-1.7905282071643713	1.0590288810008501	0.12633276282363168	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+MultiRAIN_correctness_readability_MULTIRAIN	-0.7520079723231997	0.6992099312462465	0.12633276282363168	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_FLESCH_READABILITY	-0.7520079723231997	1.0590288810008501	-0.7880093327507184	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.11515269315601591	-0.5989938043463919	1.1223191904710703	-0.3717654862139151	-0.3198340538847198	-0.16234719820591587	0.7811379070777769	-0.28488701876411765	-0.34156681325696847	-0.20184965069807612	1.0308148668245947	0.40275717405083333	0.12647750923332124	-0.20308099261514004	0.6738265387717172
Can i delete my old calendar history?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_BERT	-0.7520079723231997	0.33939098149164293	-3.5310356194737684	0.6423814564642628	0.47254666981121657	-0.020534343220743333	-0.26811129323587096	-0.5978332674916386	1.141219307021027	-0.29853035348267026	-0.23061895264100007	0.003745342225257195	0.8567257683493866	-0.2111424443445217	-0.04520044813574271	-0.09452142271884034	1.0493709605023094	0.45733777347908444	-0.9315252236064123	-0.5345356140700612	1.9733491492600286
Can i delete my old calendar history?	RAG+MultiRAIN_Flesh-Kincaid-Readability_BERT_MULTIRAIN_DETERMINISTIC	-0.05966114909575199	1.0590288810008501	0.12633276282363168	0.6423814564642628	-0.3375333355794391	-0.15152893650653818	0.3051183211937342	-0.2876589081019726	1.1690041900838504	-0.3717654862139151	-0.33961080046584013	-0.11201239919045305	0.809179767956795	-0.28488701876411765	-0.3622645951947234	-0.036881090109755904	1.0752020480525135	0.7848213700485909	0.6554788756531881	-0.5345356140700612	-0.4813046705512263
Can i hide my email address?	Designed_Answer_1	-1.7905282071643713	-1.0998848175267715	0.12633276282363168	-1.8951306050050605	1.2826266752018722	-0.282523529792333	-0.08544930823207769	-0.12308976186421684	-0.6687040182861703	3.1801384512514597	2.7257849196077832	2.584135782107102	1.5517117331559442	0.19445271496325595	1.1700022981362554	1.4030431428090315	0.343769041709198	0.7302407706203398	0.9199795588631214	-0.7416947524793869	-1.4920444787088019
Can i hide my email address?	Designed_Answer_2	-1.7905282071643713	-0.3802469180175642	0.12633276282363168	-1.0492932511819526	1.2826266752018722	-0.41351812307812785	0.7130445119273611	0.10051419592386958	-0.6552430491593192	0.17749800927042123	1.1557041849359282	1.3447692101316326	0.19779689641364837	3.217980266166689	2.7346410272418313	2.628609377972221	1.7086924492377435	0.6210795717638377	0.6554788756531881	-0.7416947524793869	-1.3476530775434339
Can i hide my email address?	Answer_Alexa				-3.163886635739722	-6.818173378704684	-0.5445127163639226	-2.41438961703044	-3.6476492104817595	-2.1786168608588907	-0.4816181853107823	-1.5657690884952895	-2.6756638748239645	-2.7683772916866145	-0.46924845481310745	-1.5420381656467437	-2.649474973950027	-2.564077024095138	1.1123049666180973	2.771484341332655	-2.0260814106172065	-2.7915670891971134
Can i hide my email address?	VanillaRAG	0.6326856741316957	-0.020427968262960654		-0.2034558973588449	-0.3375333355794391	0.503444029922436	0.6744342140389928	0.16944337837764137	-0.5856229058256214	-0.3351479198482927	-0.2544609193526837	0.10203033251302092	-0.5038469464920199	-0.10052558271512779	0.39672306846274336	0.40374915157147184	0.2555106781544943	0.23901537576608012	-0.13802317397661218	-0.2859446479788703	-0.19252186822049042
Can i hide my email address?	RAG+RAIN_honesty_comprehensibility_DISHONESTY	-0.4058345607094759	-0.3802469180175642	-0.7880093327507184	0.6423814564642628	-0.3375333355794391	0.7654332164940256	0.7130445119273611	0.803958569341387	-0.4441166026325725	-0.2619127871170478	0.12271117698788651	0.21738471737593673	-0.011064102980925646	0.010091278914266115	0.06171653168647128	0.2644257568199912	-0.00677999324265919	-0.8525966127989414	-0.9315252236064123	0.7912828717496234	0.38504373644098133
Can i hide my email address?	RAG+RAIN_honesty_comprehensibility_COMPREHENSIBILITY	-0.05966114909575199	0.6992099312462465	-0.7880093327507184	0.4309221180084859	0.47254666981121657	0.7654332164940256	0.7130445119273611	0.803958569341387	-0.4441166026325725	-0.2619127871170478	0.12271117698788651	0.21738471737593673	-0.011064102980925646	0.010091278914266115	0.06171653168647128	0.2644257568199912	-0.00677999324265919	-0.8525966127989414	-0.9315252236064123	0.7912828717496234	0.38504373644098133
Can i hide my email address?	RAG+RAIN_correctness_readability_CORRECTNESS	-0.4058345607094759	0.6992099312462465	0.12633276282363168	0.21946277955270896	0.47254666981121657	0.37244943663664115	0.4614118808617907	0.5275239068758701	-0.8160454221630099	-0.3351479198482927	-0.025211239432647883	0.1355074625473587	0.12513146041541323	-0.06365329550532982	0.041917090978653954	0.15943782014583371	-0.24406646398632678	-0.30679061851643064	-0.667024540396479	1.24703297625014	0.09626093411024546
Can i hide my email address?	RAG+RAIN_correctness_readability_READABILITY	0.2865122625179719	-0.020427968262960654	-0.7880093327507184	0.6423814564642628	0.47254666981121657	0.8964278097798205	1.2116209672684597	1.0077955527424758	-0.18207012115399257	-0.29853035348267026	-0.13525108579426523	0.14100434336877965	-0.6600022963531572	0.010091278914266115	0.35870814230373405	0.4391921159254225	0.15409836966745302	-0.7980160133706904	-0.667024540396479	-0.16164916493327489	0.38504373644098133
Can i hide my email address?	RAG+MultiRAIN_correctness_readability_MULTIRAIN	-0.4058345607094759	1.238938355878152	0.12633276282363168	0.4309221180084859	-0.3375333355794391	-0.15152893650653818	0.191805490434394	0.5638178438360376	-0.9435959784870395	-0.29853035348267026	-0.18457929278395613	0.25729745377554636	0.25972174045582885	-0.10052558271512779	-0.021441119286361825	0.22985066365120668	-0.3167433789333276	-0.4705324168011839	-0.40252385718654554	0.4183964226128371	0.6738265387717172
Can i hide my email address?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_FLESCH_READABILITY	-1.0981813839369237	-1.8195227170359785	0.12633276282363168	-0.6263745742703988	-0.3375333355794391	0.37244943663664115	0.16316598375895677	0.25215898563081224	-0.9711039170812009	-0.2619127871170478	-0.20503245177968143	0.11778253040075647	-0.5842093806382727	-0.13739786992492575	-0.03262197992136459	0.22450447187432235	-0.09944260340147339	0.07527357748132689	-0.667024540396479	0.16980545652164625	0.38504373644098133
Can i hide my email address?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_BERT	0.6326856741316957	0.33939098149164293	-0.7880093327507184	0.6423814564642628	0.47254666981121657	0.8964278097798205	1.2116209672684597	0.9599590001569673	-0.16755917467813314	-0.29853035348267026	-0.13525108579426523	0.10706996057449407	-0.6560902836626276	0.010091278914266115	0.35870814230373405	0.4170933125706202	0.10089705736610834	-0.7980160133706904	-0.667024540396479	-0.16164916493327489	0.38504373644098133
Can i hide my email address?	RAG+MultiRAIN_Flesh-Kincaid-Readability_BERT_MULTIRAIN_DETERMINISTIC	-1.0981813839369237	-0.020427968262960654	1.0406748583979817	-1.8951306050050605	1.2826266752018722	0.6344386232082309	0.5045489033301739	0.29616074636186057	-0.9025060959697304	-0.29853035348267026	-0.13525108579426523	0.34845337316599845	0.28130145702249887	0.046963566124064084	0.3173875703917667	0.44048201332602854	0.24712341401801052	0.839401969476842	0.3909781924432546	-0.16164916493327489	-0.4813046705512263
Can the assistant pull information from my phone's calendar?	Designed_Answer_1	1.6712059089728675	1.0590288810008501	1.0406748583979817	-0.2034558973588449	-0.3375333355794391	1.0274224030656154	2.3833786489843685	1.5885191349077552	1.4249598592561308	3.1801384512514597	2.7257849196077832	2.5841349836447733	1.5517117331559442	-0.1742701571347237	0.9669469608478872	0.6350883419889344	1.2700611669013924	1.548949762044106	1.4489809252829882	-0.7002629247975217	-1.3476530775434339
Can the assistant pull information from my phone's calendar?	Designed_Answer_2	1.4981192031660056	1.0590288810008501	1.0406748583979817	-0.2034558973588449	-0.3375333355794391	3.647314268781512	3.017469659580478	2.3914800338775497	1.6647342647217735	-0.18867765438580297	0.9519425962585139	0.568167449709605	1.116618161063281	3.217980266166689	2.7346410272418313	2.6286101675441866	1.7086924492377435	0.5664989723355865	0.3909781924432546	-0.16164916493327489	0.2406523352756134
Can the assistant pull information from my phone's calendar?	Answer_Alexa	-1.4443547955506475	-1.4597037672813749		-0.6263745742703988	1.2826266752018722	-0.5377830282657617	-1.692674048809409	-1.6292160288763848	-1.301694875421963	-0.463359733217802	-0.9935618874148799	-1.3119182975211277	-1.9539686676906296	-0.46113617899781556	-1.0485751818519085	-1.4188889363210988	-1.5396250681408625	1.603530361472357	1.7134816084929216	-0.9488538908887126	-1.3476530775434339
Can the assistant pull information from my phone's calendar?	VanillaRAG	0.9788590857454197	0.6992099312462465	0.12633276282363168	0.6423814564642628	-0.3375333355794391	0.24145484335084633	1.0760502590385341	0.46415914369442307	0.9900524520287824	-0.4450006189451599	0.11353465380591307	0.022085755749845035	0.7536928345200301	-0.28488701876411765	0.2723105828514393	0.029022113115942733	0.8701244327546457	0.23901537576608012	0.12647750923332124	0.666987388704028	-0.19252186822049042
Can the assistant pull information from my phone's calendar?	RAG+RAIN_honesty_comprehensibility_DISHONESTY	0.6326856741316957	0.6992099312462465	1.0406748583979817	0.8538407949200397	-0.3375333355794391	-0.15152893650653818	1.0108953813519126	0.8973419772639919	1.2160766236054645	-0.4083830525795375	0.25183025611307086	0.000702535369551112	0.9043732307457285	-0.2111424443445217	0.5033301439956182	0.5843199173843028	1.1738641521986521	0.7848213700485909	0.6554788756531881	-0.783126580161252	-0.19252186822049042
Can the assistant pull information from my phone's calendar?	RAG+RAIN_honesty_comprehensibility_COMPREHENSIBILITY	0.8057723799385578	0.6992099312462465	0.5835038106108067	0.8538407949200397	-0.3375333355794391	-0.15152893650653818	1.0108953813519126	0.8973419772639919	1.2160766236054645	-0.4083830525795375	0.25183025611307086	0.000702535369551112	0.9043732307457285	-0.2111424443445217	0.5033301439956182	0.5843199173843028	1.1738641521986521	0.7848213700485909	0.6554788756531881	-0.783126580161252	-0.19252186822049042
Can the assistant pull information from my phone's calendar?	RAG+RAIN_correctness_readability_CORRECTNESS	1.6712059089728675	1.0590288810008501	0.12633276282363168	0.6423814564642628	0.47254666981121657	-0.020534343220743333	0.7884043704564649	0.9631370434601318	0.9826592274247552	-0.18867765438580297	0.6140678680015099	0.45436048483873603	0.8629570266846966	-0.28488701876411765	0.41301517967374773	0.3857842838362002	0.918618127609902	0.020692978053075805	0.3909781924432546	-0.8245584078431172	-0.6256960717165942
Can the assistant pull information from my phone's calendar?	RAG+RAIN_correctness_readability_READABILITY	0.8057723799385578	0.33939098149164293	1.0406748583979817	0.6423814564642628	0.47254666981121657	-0.15152893650653818	0.8050278686614142	0.5113050219300764	1.1094180082943648	-0.4083830525795375	0.21365574413281388	-0.2707638769761783	0.8124276172946915	-0.2111424443445217	0.3800648423930646	0.2513765009498736	1.059736041446625	0.839401969476842	0.6554788756531881	-0.7002629247975217	-0.33691326938585836
Can the assistant pull information from my phone's calendar?	RAG+MultiRAIN_correctness_readability_MULTIRAIN	0.6326856741316957	0.6992099312462465	1.0406748583979817	0.6423814564642628	1.2826266752018722	-0.282523529792333	0.6000047241337048	0.5882157877777826	0.9771798424475185	-0.0422073889233133	0.34158824843940977	0.05781894109250495	0.8655327235358065	-0.28488701876411765	0.41301517967374773	0.1982438346905501	1.0738946002645209	0.45733777347908444	0.6554788756531881	-0.9074220632068475	-0.6256960717165942
Can the assistant pull information from my phone's calendar?	RAG+RAIN_Flesh-Kincaid-Readability_BERT_FLESCH_READABILITY	0.9788590857454197	0.33939098149164293	1.0406748583979817	0.8538407949200397	0.47254666981121657	-0.15152893650653818	0.8097692788023438	0.8075870609641472	1.2250544476539444	-0.3717654862139151	0.3292028111865866	-0.07913305128582582	0.9262456159268908	-0.1742701571347237	0.49447573572876813	0.5310832908162181	1.1949202363900808	0.8939825689050931	0.3909781924432546	-0.9074220632068475	-0.7700874728819621
